,Year,Indicator,State Name,Data Value
1338,2017,Natural & semi-synthetic opioids (T40.2),Wisconsin,3955.0
1339,2017,Natural & semi-synthetic opioids (T40.2),Wyoming,254.0
1340,2017,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",Alabama,0.0
1341,2017,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",Alaska,534.0
1342,2017,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",Arizona,2780.0
1343,2017,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",Arkansas,0.0
1344,2017,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",California,0.0
1345,2017,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",Colorado,0.0
1346,2017,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",Connecticut,3340.0
1347,2017,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",Delaware,0.0
1348,2017,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",District of Columbia,783.0
1349,2017,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",Florida,0.0
1350,2017,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",Georgia,6803.0
1351,2017,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",Hawaii,226.0
1352,2017,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",Idaho,0.0
1353,2017,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",Illinois,6772.0
1354,2017,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",Indiana,0.0
1355,2017,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",Iowa,1168.0
1356,2017,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",Kansas,0.0
1357,2017,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",Kentucky,0.0
1358,2017,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",Maine,1504.0
1359,2017,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",Maryland,9721.0
1360,2017,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",Massachusetts,3767.0
1361,2017,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",Michigan,0.0
1362,2017,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",Minnesota,0.0
1363,2017,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",Mississippi,0.0
1364,2017,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",Missouri,253.0
1365,2017,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",Montana,0.0
1366,2017,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",Nevada,3275.0
1367,2017,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",New Hampshire,771.0
1368,2017,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",New Jersey,0.0
1369,2017,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",New Mexico,2252.0
1370,2017,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",New York,7914.0
1371,2017,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",North Carolina,8019.0
1372,2017,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",Ohio,12149.0
1373,2017,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",Oklahoma,3512.0
1374,2017,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",Oregon,1887.0
1375,2017,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",Rhode Island,1273.0
1376,2017,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",South Carolina,4423.0
1377,2017,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",South Dakota,279.0
1378,2017,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",Tennessee,8419.0
1379,2017,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",Texas,0.0
1380,2017,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",Utah,3790.0
1381,2017,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",Vermont,434.0
1382,2017,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",Virginia,4768.0
1383,2017,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",Washington,4170.0
1384,2017,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",West Virginia,3942.0
1385,2017,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",Wisconsin,4555.0
1386,2017,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",Wyoming,264.0
1387,2017,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",Alabama,0.0
1388,2017,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",Alaska,729.0
1389,2017,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",Arizona,3963.0
1390,2017,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",Arkansas,0.0
1391,2017,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",California,0.0
1392,2017,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",Colorado,0.0
1393,2017,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",Connecticut,9380.0
1394,2017,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",Delaware,0.0
1395,2017,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",District of Columbia,2874.0
1396,2017,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",Florida,0.0
1397,2017,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",Georgia,9723.0
1398,2017,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",Hawaii,269.0
1399,2017,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",Idaho,0.0
1400,2017,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",Illinois,17382.0
1401,2017,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",Indiana,0.0
1402,2017,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",Iowa,1806.0
1403,2017,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",Kansas,0.0
1404,2017,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",Kentucky,0.0
1405,2017,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",Maine,3632.0
1406,2017,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",Maryland,21609.0
1407,2017,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",Massachusetts,20853.0
1408,2017,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",Michigan,0.0
1409,2017,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",Minnesota,0.0
1410,2017,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",Mississippi,0.0
1411,2017,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",Missouri,833.0
1412,2017,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",Montana,0.0
1413,2017,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",Nevada,3688.0
1414,2017,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",New Hampshire,4928.0
1415,2017,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",New Jersey,0.0
1416,2017,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",New Mexico,2904.0
1417,2017,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",New York,20901.0
1418,2017,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",North Carolina,17182.0
1419,2017,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",Ohio,45007.0
1420,2017,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",Oklahoma,4431.0
1421,2017,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",Oregon,2478.0
1422,2017,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",Rhode Island,3210.0
1423,2017,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",South Carolina,7239.0
1424,2017,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",South Dakota,377.0
1425,2017,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",Tennessee,12694.0
1426,2017,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",Texas,0.0
1427,2017,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",Utah,4409.0
1428,2017,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",Vermont,1143.0
1429,2017,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",Virginia,11731.0
1430,2017,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",Washington,5129.0
1431,2017,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",West Virginia,9344.0
1432,2017,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",Wisconsin,7788.0
1433,2017,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",Wyoming,325.0
1434,2017,Number of Deaths,Alabama,623769.0
1435,2017,Number of Deaths,Alaska,51597.0
1436,2017,Number of Deaths,Arizona,686329.0
1437,2017,Number of Deaths,Arkansas,378076.0
1438,2017,Number of Deaths,California,3202053.0
1439,2017,Number of Deaths,Colorado,461701.0
1440,2017,Number of Deaths,Connecticut,375123.0
1441,2017,Number of Deaths,Delaware,109046.0
1442,2017,Number of Deaths,District of Columbia,75096.0
1443,2017,Number of Deaths,Florida,2433010.0
1444,2017,Number of Deaths,Georgia,995416.0
1445,2017,Number of Deaths,Hawaii,135848.0
1446,2017,Number of Deaths,Idaho,164151.0
1447,2017,Number of Deaths,Illinois,1268097.0
1448,2017,Number of Deaths,Indiana,787073.0
1449,2017,Number of Deaths,Iowa,360641.0
1450,2017,Number of Deaths,Kansas,312793.0
1451,2017,Number of Deaths,Kentucky,576429.0
1452,2017,Number of Deaths,Louisiana,540067.0
1453,2017,Number of Deaths,Maine,172501.0
1454,2017,Number of Deaths,Maryland,593893.0
1455,2017,Number of Deaths,Massachusetts,711010.0
1456,2017,Number of Deaths,Michigan,1152357.0
1457,2017,Number of Deaths,Minnesota,525368.0
1458,2017,Number of Deaths,Mississippi,372827.0
1459,2017,Number of Deaths,Missouri,763154.0
1460,2017,Number of Deaths,Montana,122927.0
1461,2017,Number of Deaths,Nebraska,203750.0
1462,2017,Number of Deaths,Nevada,303210.0
1463,2017,Number of Deaths,New Hampshire,145970.0
1464,2017,Number of Deaths,New Jersey,883650.0
1465,2017,Number of Deaths,New Mexico,214756.0
1466,2017,Number of Deaths,New York,1193600.0
1467,2017,Number of Deaths,North Carolina,1115542.0
1468,2017,Number of Deaths,North Dakota,83842.0
1469,2017,Number of Deaths,Ohio,1468788.0
1470,2017,Number of Deaths,Oklahoma,466564.0
1471,2017,Number of Deaths,Oregon,441385.0
1472,2017,Number of Deaths,Pennsylvania,1641025.0
1473,2017,Number of Deaths,Rhode Island,123470.0
1474,2017,Number of Deaths,South Carolina,572389.0
1475,2017,Number of Deaths,South Dakota,97901.0
1476,2017,Number of Deaths,Tennessee,872556.0
1477,2017,Number of Deaths,Texas,2369974.0
1478,2017,Number of Deaths,Utah,222049.0
1479,2017,Number of Deaths,Vermont,69528.0
1480,2017,Number of Deaths,Virginia,802829.0
1481,2017,Number of Deaths,Washington,676325.0
1482,2017,Number of Deaths,West Virginia,268237.0
1483,2017,Number of Deaths,Wisconsin,626083.0
1484,2017,Number of Deaths,Wyoming,52181.0
1485,2017,Number of Drug Overdose Deaths,Alabama,9551.0
1486,2017,Number of Drug Overdose Deaths,Alaska,1571.0
1487,2017,Number of Drug Overdose Deaths,Arizona,17552.0
1488,2017,Number of Drug Overdose Deaths,Arkansas,4775.0
1489,2017,Number of Drug Overdose Deaths,California,58406.0
1490,2017,Number of Drug Overdose Deaths,Colorado,12046.0
1491,2017,Number of Drug Overdose Deaths,Connecticut,12594.0
1492,2017,Number of Drug Overdose Deaths,Delaware,3866.0
1493,2017,Number of Drug Overdose Deaths,District of Columbia,4369.0
1494,2017,Number of Drug Overdose Deaths,Florida,65444.0
1495,2017,Number of Drug Overdose Deaths,Georgia,17723.0
1496,2017,Number of Drug Overdose Deaths,Hawaii,2312.0
1497,2017,Number of Drug Overdose Deaths,Idaho,2807.0
1498,2017,Number of Drug Overdose Deaths,Illinois,31024.0
1499,2017,Number of Drug Overdose Deaths,Indiana,20889.0
1500,2017,Number of Drug Overdose Deaths,Iowa,3983.0
1501,2017,Number of Drug Overdose Deaths,Kansas,3771.0
1502,2017,Number of Drug Overdose Deaths,Kentucky,18737.0
1503,2017,Number of Drug Overdose Deaths,Louisiana,12344.0
1504,2017,Number of Drug Overdose Deaths,Maine,4494.0
1505,2017,Number of Drug Overdose Deaths,Maryland,27014.0
1506,2017,Number of Drug Overdose Deaths,Massachusetts,25670.0
1507,2017,Number of Drug Overdose Deaths,Michigan,31175.0
1508,2017,Number of Drug Overdose Deaths,Minnesota,8288.0
1509,2017,Number of Drug Overdose Deaths,Mississippi,3911.0
1510,2017,Number of Drug Overdose Deaths,Missouri,16847.0
1511,2017,Number of Drug Overdose Deaths,Montana,1465.0
1512,2017,Number of Drug Overdose Deaths,Nebraska,1512.0
1513,2017,Number of Drug Overdose Deaths,Nevada,8748.0
1514,2017,Number of Drug Overdose Deaths,New Hampshire,5524.0
1515,2017,Number of Drug Overdose Deaths,New Jersey,28586.0
1516,2017,Number of Drug Overdose Deaths,New Mexico,6036.0
1517,2017,Number of Drug Overdose Deaths,New York,28892.0
1518,2017,Number of Drug Overdose Deaths,North Carolina,26214.0
1519,2017,Number of Drug Overdose Deaths,North Dakota,950.0
1520,2017,Number of Drug Overdose Deaths,Ohio,60794.0
1521,2017,Number of Drug Overdose Deaths,Oklahoma,9867.0
1522,2017,Number of Drug Overdose Deaths,Oregon,6199.0
1523,2017,Number of Drug Overdose Deaths,Pennsylvania,64683.0
1524,2017,Number of Drug Overdose Deaths,Rhode Island,3986.0
1525,2017,Number of Drug Overdose Deaths,South Carolina,11678.0
1526,2017,Number of Drug Overdose Deaths,South Dakota,891.0
1527,2017,Number of Drug Overdose Deaths,Tennessee,20761.0
1528,2017,Number of Drug Overdose Deaths,Texas,34262.0
1529,2017,Number of Drug Overdose Deaths,Utah,7485.0
1530,2017,Number of Drug Overdose Deaths,Vermont,1633.0
1531,2017,Number of Drug Overdose Deaths,Virginia,17070.0
1532,2017,Number of Drug Overdose Deaths,Washington,13223.0
1533,2017,Number of Drug Overdose Deaths,West Virginia,11836.0
1534,2017,Number of Drug Overdose Deaths,Wisconsin,13577.0
1535,2017,Number of Drug Overdose Deaths,Wyoming,871.0
1536,2017,"Opioids (T40.0-T40.4,T40.6)",Alabama,0.0
1537,2017,"Opioids (T40.0-T40.4,T40.6)",Alaska,1110.0
1538,2017,"Opioids (T40.0-T40.4,T40.6)",Arizona,6208.0
1539,2017,"Opioids (T40.0-T40.4,T40.6)",Arkansas,0.0
1540,2017,"Opioids (T40.0-T40.4,T40.6)",California,0.0
1541,2017,"Opioids (T40.0-T40.4,T40.6)",Colorado,0.0
1542,2017,"Opioids (T40.0-T40.4,T40.6)",Connecticut,11231.0
1543,2017,"Opioids (T40.0-T40.4,T40.6)",Delaware,0.0
1544,2017,"Opioids (T40.0-T40.4,T40.6)",District of Columbia,3454.0
1545,2017,"Opioids (T40.0-T40.4,T40.6)",Florida,0.0
1546,2017,"Opioids (T40.0-T40.4,T40.6)",Georgia,11903.0
1547,2017,"Opioids (T40.0-T40.4,T40.6)",Hawaii,345.0
1548,2017,"Opioids (T40.0-T40.4,T40.6)",Idaho,0.0
1549,2017,"Opioids (T40.0-T40.4,T40.6)",Illinois,25081.0
1550,2017,"Opioids (T40.0-T40.4,T40.6)",Indiana,0.0
1551,2017,"Opioids (T40.0-T40.4,T40.6)",Iowa,2353.0
1552,2017,"Opioids (T40.0-T40.4,T40.6)",Kansas,0.0
1553,2017,"Opioids (T40.0-T40.4,T40.6)",Kentucky,0.0
1554,2017,"Opioids (T40.0-T40.4,T40.6)",Maine,3875.0
1555,2017,"Opioids (T40.0-T40.4,T40.6)",Maryland,24210.0
1556,2017,"Opioids (T40.0-T40.4,T40.6)",Massachusetts,22936.0
1557,2017,"Opioids (T40.0-T40.4,T40.6)",Michigan,0.0
1558,2017,"Opioids (T40.0-T40.4,T40.6)",Minnesota,0.0
1559,2017,"Opioids (T40.0-T40.4,T40.6)",Mississippi,0.0
1560,2017,"Opioids (T40.0-T40.4,T40.6)",Missouri,993.0
1561,2017,"Opioids (T40.0-T40.4,T40.6)",Montana,0.0
1562,2017,"Opioids (T40.0-T40.4,T40.6)",Nevada,5029.0
1563,2017,"Opioids (T40.0-T40.4,T40.6)",New Hampshire,5021.0
1564,2017,"Opioids (T40.0-T40.4,T40.6)",New Jersey,0.0
1565,2017,"Opioids (T40.0-T40.4,T40.6)",New Mexico,4199.0
1566,2017,"Opioids (T40.0-T40.4,T40.6)",New York,24694.0
1567,2017,"Opioids (T40.0-T40.4,T40.6)",North Carolina,20824.0
1568,2017,"Opioids (T40.0-T40.4,T40.6)",Ohio,51201.0
1569,2017,"Opioids (T40.0-T40.4,T40.6)",Oklahoma,5171.0
1570,2017,"Opioids (T40.0-T40.4,T40.6)",Oregon,3856.0
1571,2017,"Opioids (T40.0-T40.4,T40.6)",Rhode Island,3448.0
1572,2017,"Opioids (T40.0-T40.4,T40.6)",South Carolina,8447.0
1573,2017,"Opioids (T40.0-T40.4,T40.6)",South Dakota,482.0
1574,2017,"Opioids (T40.0-T40.4,T40.6)",Tennessee,14969.0
1575,2017,"Opioids (T40.0-T40.4,T40.6)",Texas,0.0
1576,2017,"Opioids (T40.0-T40.4,T40.6)",Utah,5332.0
1577,2017,"Opioids (T40.0-T40.4,T40.6)",Vermont,1332.0
1578,2017,"Opioids (T40.0-T40.4,T40.6)",Virginia,13957.0
1579,2017,"Opioids (T40.0-T40.4,T40.6)",Washington,8409.0
1580,2017,"Opioids (T40.0-T40.4,T40.6)",West Virginia,10024.0
1581,2017,"Opioids (T40.0-T40.4,T40.6)",Wisconsin,10817.0
1582,2017,"Opioids (T40.0-T40.4,T40.6)",Wyoming,404.0
1583,2017,Percent with drugs specified,Alabama,765.51701283
1584,2017,Percent with drugs specified,Alaska,1170.35065132
1585,2017,Percent with drugs specified,Arizona,1084.89546727
1586,2017,Percent with drugs specified,Arkansas,873.05615063
1587,2017,Percent with drugs specified,California,992.10945885
1588,2017,Percent with drugs specified,Colorado,1006.57255716
1589,2017,Percent with drugs specified,Connecticut,1197.808691
1590,2017,Percent with drugs specified,Delaware,919.67504508
1591,2017,Percent with drugs specified,District of Columbia,1186.8187339400001
1592,2017,Percent with drugs specified,Florida,935.69515544
1593,2017,Percent with drugs specified,Georgia,1121.39294744
1594,2017,Percent with drugs specified,Hawaii,1073.28705861
1595,2017,Percent with drugs specified,Idaho,899.5419689299999
1596,2017,Percent with drugs specified,Illinois,1143.71265138
1597,2017,Percent with drugs specified,Indiana,859.73747022
1598,2017,Percent with drugs specified,Iowa,1130.871878
1599,2017,Percent with drugs specified,Kansas,948.50925211
1600,2017,Percent with drugs specified,Kentucky,1025.17801492
1601,2017,Percent with drugs specified,Louisiana,635.45688961
1602,2017,Percent with drugs specified,Maine,1181.22988139
1603,2017,Percent with drugs specified,Maryland,1183.03492602
1604,2017,Percent with drugs specified,Massachusetts,1189.08563416
1605,2017,Percent with drugs specified,Michigan,1055.85452525
1606,2017,Percent with drugs specified,Minnesota,1039.77218527
1607,2017,Percent with drugs specified,Mississippi,952.98882521
1608,2017,Percent with drugs specified,Missouri,1064.90382757
1609,2017,Percent with drugs specified,Montana,726.18314509
1610,2017,Percent with drugs specified,Nebraska,854.33496184
1611,2017,Percent with drugs specified,Nevada,1181.92608922
1612,2017,Percent with drugs specified,New Hampshire,1189.86656365
1613,2017,Percent with drugs specified,New Jersey,965.08249634
1614,2017,Percent with drugs specified,New Mexico,1182.89787982
1615,2017,Percent with drugs specified,New York,1163.38062959
1616,2017,Percent with drugs specified,North Carolina,1167.2044281
1617,2017,Percent with drugs specified,North Dakota,1041.24512794
1618,2017,Percent with drugs specified,Ohio,1147.75034662
1619,2017,Percent with drugs specified,Oklahoma,1159.09030777
1620,2017,Percent with drugs specified,Oregon,1148.28145832
1621,2017,Percent with drugs specified,Pennsylvania,652.97886127
1622,2017,Percent with drugs specified,Rhode Island,1182.12876195
1623,2017,Percent with drugs specified,South Carolina,1158.0942575
1624,2017,Percent with drugs specified,South Dakota,1149.99762919
1625,2017,Percent with drugs specified,Tennessee,1117.2790008900001
1626,2017,Percent with drugs specified,Texas,1054.33822291
1627,2017,Percent with drugs specified,Utah,1156.15999199
1628,2017,Percent with drugs specified,Vermont,1191.23916095
1629,2017,Percent with drugs specified,Virginia,1181.1055711
1630,2017,Percent with drugs specified,Washington,1130.65843984
1631,2017,Percent with drugs specified,West Virginia,1174.0205388
1632,2017,Percent with drugs specified,Wisconsin,1156.02427697
1633,2017,Percent with drugs specified,Wyoming,1112.88151022
1634,2017,Psychostimulants with abuse potential (T43.6),Alabama,0.0
1635,2017,Psychostimulants with abuse potential (T43.6),Alaska,714.0
1636,2017,Psychostimulants with abuse potential (T43.6),Arizona,3858.0
1637,2017,Psychostimulants with abuse potential (T43.6),Arkansas,0.0
1638,2017,Psychostimulants with abuse potential (T43.6),California,0.0
1639,2017,Psychostimulants with abuse potential (T43.6),Colorado,0.0
1640,2017,Psychostimulants with abuse potential (T43.6),Connecticut,366.0
1641,2017,Psychostimulants with abuse potential (T43.6),Delaware,0.0
1642,2017,Psychostimulants with abuse potential (T43.6),District of Columbia,114.0
1643,2017,Psychostimulants with abuse potential (T43.6),Florida,0.0
1644,2017,Psychostimulants with abuse potential (T43.6),Georgia,3800.0
1645,2017,Psychostimulants with abuse potential (T43.6),Hawaii,519.0
1646,2017,Psychostimulants with abuse potential (T43.6),Idaho,0.0
1647,2017,Psychostimulants with abuse potential (T43.6),Illinois,1561.0
1648,2017,Psychostimulants with abuse potential (T43.6),Indiana,0.0
1649,2017,Psychostimulants with abuse potential (T43.6),Iowa,1079.0
1650,2017,Psychostimulants with abuse potential (T43.6),Kansas,0.0
1651,2017,Psychostimulants with abuse potential (T43.6),Kentucky,0.0
1652,2017,Psychostimulants with abuse potential (T43.6),Maine,399.0
1653,2017,Psychostimulants with abuse potential (T43.6),Maryland,612.0
1654,2017,Psychostimulants with abuse potential (T43.6),Massachusetts,595.0
1655,2017,Psychostimulants with abuse potential (T43.6),Michigan,0.0
1656,2017,Psychostimulants with abuse potential (T43.6),Minnesota,0.0
1657,2017,Psychostimulants with abuse potential (T43.6),Mississippi,0.0
1658,2017,Psychostimulants with abuse potential (T43.6),Missouri,246.0
1659,2017,Psychostimulants with abuse potential (T43.6),Montana,0.0
1660,2017,Psychostimulants with abuse potential (T43.6),Nevada,3411.0
1661,2017,Psychostimulants with abuse potential (T43.6),New Hampshire,178.0
1662,2017,Psychostimulants with abuse potential (T43.6),New Jersey,0.0
1663,2017,Psychostimulants with abuse potential (T43.6),New Mexico,1863.0
1664,2017,Psychostimulants with abuse potential (T43.6),New York,1329.0
1665,2017,Psychostimulants with abuse potential (T43.6),North Carolina,1722.0
1666,2017,Psychostimulants with abuse potential (T43.6),Ohio,5106.0
1667,2017,Psychostimulants with abuse potential (T43.6),Oklahoma,3425.0
1668,2017,Psychostimulants with abuse potential (T43.6),Oregon,1957.0
1669,2017,Psychostimulants with abuse potential (T43.6),Rhode Island,156.0
1670,2017,Psychostimulants with abuse potential (T43.6),South Carolina,1976.0
1671,2017,Psychostimulants with abuse potential (T43.6),South Dakota,293.0
1672,2017,Psychostimulants with abuse potential (T43.6),Tennessee,3083.0
1673,2017,Psychostimulants with abuse potential (T43.6),Texas,0.0
1674,2017,Psychostimulants with abuse potential (T43.6),Utah,1966.0
1675,2017,Psychostimulants with abuse potential (T43.6),Vermont,10.0
1676,2017,Psychostimulants with abuse potential (T43.6),Virginia,1021.0
1677,2017,Psychostimulants with abuse potential (T43.6),Washington,4434.0
1678,2017,Psychostimulants with abuse potential (T43.6),West Virginia,2172.0
1679,2017,Psychostimulants with abuse potential (T43.6),Wisconsin,1197.0
1680,2017,Psychostimulants with abuse potential (T43.6),Wyoming,143.0
1681,2017,"Synthetic opioids, excl. methadone (T40.4)",Alabama,0.0
1682,2017,"Synthetic opioids, excl. methadone (T40.4)",Alaska,280.0
1683,2017,"Synthetic opioids, excl. methadone (T40.4)",Arizona,1590.0
1684,2017,"Synthetic opioids, excl. methadone (T40.4)",Arkansas,0.0
1685,2017,"Synthetic opioids, excl. methadone (T40.4)",California,0.0
1686,2017,"Synthetic opioids, excl. methadone (T40.4)",Colorado,0.0
1687,2017,"Synthetic opioids, excl. methadone (T40.4)",Connecticut,7431.0
1688,2017,"Synthetic opioids, excl. methadone (T40.4)",Delaware,0.0
1689,2017,"Synthetic opioids, excl. methadone (T40.4)",District of Columbia,2434.0
1690,2017,"Synthetic opioids, excl. methadone (T40.4)",Florida,0.0
1691,2017,"Synthetic opioids, excl. methadone (T40.4)",Georgia,4352.0
1692,2017,"Synthetic opioids, excl. methadone (T40.4)",Hawaii,45.0
1693,2017,"Synthetic opioids, excl. methadone (T40.4)",Idaho,0.0
1694,2017,"Synthetic opioids, excl. methadone (T40.4)",Illinois,12659.0
1695,2017,"Synthetic opioids, excl. methadone (T40.4)",Indiana,0.0
1696,2017,"Synthetic opioids, excl. methadone (T40.4)",Iowa,901.0
1697,2017,"Synthetic opioids, excl. methadone (T40.4)",Kansas,0.0
1698,2017,"Synthetic opioids, excl. methadone (T40.4)",Kentucky,0.0
1699,2017,"Synthetic opioids, excl. methadone (T40.4)",Maine,2822.0
1700,2017,"Synthetic opioids, excl. methadone (T40.4)",Maryland,17376.0
1701,2017,"Synthetic opioids, excl. methadone (T40.4)",Massachusetts,18986.0
1702,2017,"Synthetic opioids, excl. methadone (T40.4)",Michigan,0.0
1703,2017,"Synthetic opioids, excl. methadone (T40.4)",Minnesota,0.0
1704,2017,"Synthetic opioids, excl. methadone (T40.4)",Mississippi,0.0
1705,2017,"Synthetic opioids, excl. methadone (T40.4)",Missouri,640.0
1706,2017,"Synthetic opioids, excl. methadone (T40.4)",Montana,0.0
1707,2017,"Synthetic opioids, excl. methadone (T40.4)",Nevada,689.0
1708,2017,"Synthetic opioids, excl. methadone (T40.4)",New Hampshire,4401.0
1709,2017,"Synthetic opioids, excl. methadone (T40.4)",New Jersey,0.0
1710,2017,"Synthetic opioids, excl. methadone (T40.4)",New Mexico,916.0
1711,2017,"Synthetic opioids, excl. methadone (T40.4)",New York,16347.0
1712,2017,"Synthetic opioids, excl. methadone (T40.4)",North Carolina,11332.0
